_id,value,error
R1104e0b632e307f0f3c95010fc0e6388a1964b0b72c5def1340691d49dc1ac01,-26.150809235528754,4.046800821824501
R24aa26baf74b12d1a5c61de275e06a1a4cdb18663552de5b9668a69c19b4dedc,-134.62406162044226,104822.37400781519
Rb04f5e9056a3eb3b2dda874b9b43bc187fad77f42c538515420d46af1d31dd28,200.37988977574219,104824.57787032983
R582e05e1e425a3e99f9dd9d2ba2b5938ed7476fe5dd10ccd7da1b5996c70ce93,-125.03173736528345,104822.63133250116
R677ed74c948154feb44d19ac3f0fb2715b32d1b20c81bcf98a2937f4eff62b4a,197.4472836922547,104824.34597098596
Rfc2cc4569886b2eb535cb1cc71e94b02a64b082d6312727a4230b7152ebb9c51,-122.09870562352319,104822.99373393037
R62c8fdeafd14d69d7b0bf96793fb64b2b5c444022e597cfcbeead403a21f6cfc,194.43161866191213,104824.08431043998
R1c6b4b4a31b3388691854bbdb81aadb0ab65ff2551dfd91c8688946bd8e39398,168.32251789152394,104820.49415018945
Rd7274b61be69d8daefb40a2842a89aad6241b90f667ee8d56ff6f55dff564dc1,-25.587715052320505,4.046800821824501
R947151e7ee941ea228534578485dd92ec622f0d37172949dd8541806a12bb900,-0.3285596554945869,100009.44980076015
Rc2204ac5200b102adb0f4e693e0582c45a0673430f466267e8b9acefa3e21a88,189.2171005635338,104824.47761405037
Rb17c6a2933b000d303e82a94a8c5dbe299de39cc2fb1246712fb7f1bc892b150,9.560322137561002,100009.47758853309
R0e192cf3a84ab4f0b33d967384569afe6fb02202f508bd2018854538f91f4661,186.4421375504396,104824.3572651951
R408a20b3e0818170a41b4a340116713565b135b1cf11e49fbb7770ab31281f5b,-122.08910320859093,104822.99373393037
R2833be2303e3d7144997ffff8d4c5a55985e36ed5dd1a8aeaafd1bea1e1b3d97,-6.713786712867318,6.9789385604591185
Raf7fab535fdb648d2f6c50e2cb3876a380efc2e318515a3a9b710227c0966b56,207.9397753514395,104821.93934497426
R003061c6358abaf47f6c504672f3773b8138cc207836965255bb7e8f012dd26e,179.60354959513552,104820.95350314304
R0b13e4a9816de8ff5f1a3768c455941e4a66a36f54fc0451b8c67343b866b261,174.69534536208494,104820.82630846326
R3d057e4568d09b0606989dded87be5325682fbb5562522785e76600b75b87edc,164.7925891603128,104819.49681875217
Rc0b0493a08ad1f2f237b746e01dfecbe5cc88e440a9933d6865b121f1933c393,0.48005742086763803,100000.0
Rf12e4b18af63c3bd1b5189feecd32a2704dfd02d8133cc4998c4b1f965ed15ed,0.48005742086763803,100000.0
Rfae55cda49b4d4898afa6311f793cdebf4bf17b807d98f1d98887123370ef3d7,0.48005742086763803,100000.0
Rf0825558a7b08c5f91785e0ea44f02d0f8bcb0d683998a0556bb05be1c279dd6,217.01966099602237,31411.32700138209
Rf6a5c80d10cdaa4c11d6aa5caa23ff0714bf81587b92239ee786c52fe2421367,0.48005742086763803,100000.0
Rd7fccd7868b51bc89721b3fc9fd2aa5890fa38cd6e6a6119d96ee0f6531bb0ae,163.16462507418203,104817.75072521619
R8cdf55c3671567b928e9a27d68c82defcdb335c2f54911863cbaa9adaaac7998,219.92603144553107,31411.606301249678
Re5e5e9ddd5cad871e2352521ba181d93d1488b13e81df93ea562624c6356ecc5,-32.51078300175834,141427.7034068703
R06563233656059f8c6e43913d8766463e62b702a49413300ae75fda6fa3f511a,-0.0016724282201039387,0.7089597540278818
Recd200d4178ccbdcf47e5d9e0b53e3770ea98b853cce442e640c0f503b00c37f,3.3191892788817086,1.3337894933599375
Rcfd6ee5e53c6c6292e2795df0601c7960fa01db869c7631f153b8286a721a675,0.48005742086763803,100000.0
R38282e1efd3a2c336a8eee1abb8e244db4e57cfaf9dac513b5d3fb46c24b25f5,0.48005742086763803,100000.0
Rf1c05a98229880ee70c5d57f84cb2eeaf8ea78359e26f30179dac3a61ea7b232,0.48005742086763803,100000.0
Rb60cf8b27aa378276abce040186ea24d775555a0c6c53ff0826b8a4ad744547b,43.2620573319449,11.06289156032466
Rbab06a2fa94a07d385debd19b10c0dfaf2296ac56b45521f5e0984eb2ec12921,0.48005742086763803,100000.0
Ra7640feb4ca5c82136bfe7cb1401c1813de809a0cba4565f60c2fab18c9cbfb6,3.319467259901785,1.3337894933599375
R2eb3a73b375507cf79418a741441d51f24761dc7ac15056cfbcbb5b746263847,46.11509924723782,11.369356219769058
R7242279c3d6e12fa8645d1a9a54c0d30a1b9ef73555e693bdebcf944716fdb49,42.78357848163239,11.06289156032466
Rf541ffe914484c96bb62f228e860db194c6ca7e8c004599cffa92920103149ac,6.032829463836151,2.0891892785621184
R748ebf85308bc7674ab58c29baedc4e02606d8457446385334a74c3f9764be6a,0.48005742086763803,100000.0
R3fa120423922ecaf7f5cb74d7c90e290fe711f60368482a173ce100559c19c1d,0.48005742086763803,100000.0
Rfcb59223b6e08b2d35b0be7c0de6a0040b6e26e0d7421a87f1c1a89a0a0d3692,0.48005742086763803,100000.0
Radf9a1483b1710d34c0cd72eacf1de359c36e804cbe58a074ba5ec8ae72d741d,366.52015567998444,118089.28020263778
Rab447a801010431e4a4bd2644697f7cc5f3847c9e9abfb330ea0d5a3ae1ce493,369.3843263807587,118089.101405442
R7017388d24cf4df8ab1b9540487c0030437cb931858745917c2254d07bafa8d6,232.10230799922283,104826.91243972976
R5cd9c871b0e77b8eb763bf66b4fe96c27ea2499073a3aa79836f1ed56492d09a,0.48005742086763803,100000.0
R6c7836b3feb24a98b915566f249606d9d60f11d8e9fa2e64c728584b6bb61b08,0.48005742086763803,100000.0
Rb6d485923d6ec68dce33738b2c7b7b3677ea1d31fcb2d6b11a4fc97d6bf9bb49,0.48005742086763803,100000.0
R3be842c4fb03c2fed6f23b7928d10425a16b1b662b64d46e541d3ba6a93bf842,0.48005742086763803,100000.0
Re38c45069693a6863c2bc4234fdbcece546db3d47e86af79488e3c9790a9cc60,0.48005742086763803,100000.0
R3918cd0d4a49ec4fb6f1218705dc40dafa85ac954f27f8819274d0812e9fe9d9,0.48005742086763803,100000.0
Rade7e8abbe516cf6ae8ae8554dc1c392d67860d200fba41d2838ae963bb217a0,-189.90710374748198,104819.72257083659
R12fff9c4f8773d59ca231ca2c1d8119d4a9abeb7adc7d19486a517c5baa3e6d1,46.04934533488631,11.369356219769058
Rf834a1cb858636b9bc51898395ec6d53a7be9353ab000f0163218b7da2d4128c,3.320275839103033,1.3337894933599375
R939afcd0107da788fda282101acd07dd0652f6f69ba682b5a95130ad289188bb,43.15036399787914,11.06289156032466
Rfd9fd0a5c047d315614e31a7193f92089099ed722414828dccfc782a28e6d23e,0.48005742086763803,100000.0
R746eeff3203b94825570f7e2db908a81eb98f93a81ed9edca531aa912168a494,0.48005742086763803,100000.0
R14c0ca112df6a8e48d9a1ec0b9d7fc58c664043abfdec72f6347095e590b0632,0.48005742086763803,100000.0
Rb31710adea11ce7281f5692a190a10420954cddfa55d6091ab2364682c730a2c,0.48005742086763803,100000.0
R09fe027529fe193aa1b22dec4e4de88c6189d6d292810aa9d2a499f866090da4,0.48005742086763803,100000.0
R171e928a36aa90fa40b2ca567960b3227dab70094bb5b4208e15d61d910a9f7a,0.48005742086763803,100000.0
R216f41f10d7d19f8cbdbabf8801b6d66bf93266d8d890f578a1f1827ce35b322,175.7950468519566,144873.58115598027
R18afdd63b37e17dacf3f10670da185bf389b4b094dd8d57f8c339d777f7f99c7,192.23389068728545,104819.24732387197
Rd82b9265911dd796ba55ccf4ba8b7c20f6314b06cdafcbb1480805547b5268da,0.48005742086763803,100000.0
R544af1e3dcaee8a1dc808ecd959d543dcb3f4291412d6cd126f4353ce163fe6e,0.48005742086763803,100000.0
R6078ab55871c3826d70dbd45229f1601a05aad3e6ca5346bfbfbf1cbb54fa0c2,0.48005742086763803,100000.0
R20139f186ce3e181575270ff1d994d9f45303f410bb525b23a2cec2179c6c2ac,2.700102130187929,1.3966331392406688
Rcc1c5854afa2c2d20f707ab7c1e37534daf238f840e80fc36f2722fa2351d598,-140.79526443712803,31410.2537992433
R00755bae472772e7f6e94be53603f0b20d0ecb13ff564dfc4b37194c100d27f1,-147.93863122801474,31410.02120220255
Ra8e031fad03c328a4870be419ce0b385bc8fe97560bf9fefc4f6ed6a2259f3cd,-16.424869922156063,100006.36621014202
R99da09de5fa55df4845af7c8f3e1c2f4b7885bb6dc59e8124e03dbb3283a689d,141.4585747036623,31409.131499467756
Rc440c2bcbc46df2f7c24f3817218d01a0a1d3b0dbcd398441e1bd6b893a2b9e9,174.20085603286293,31402.421688786086
R5719422ee18427902bcfb3b042c9c099d8cc6a9eea0531e4bdc70d75275accdf,-32.51078300177039,141427.7034068703
Ra2a328d82ea2f3c64d88e48e4156f81edca62807bd8cd1c778296c3553c8eeb4,-0.44534151837160607,0.7089597540278818
R5e92671231ddfa93cd27e5be6954108160239aaec8dbab7f0483709fa69e4c8a,194.94195159658864,104819.14369556564
R76ba8636dbf3235b72ef86a24dafaf0d308da46cddcc511794c7fc1900ea601b,44.33622433006917,100013.11928854139
Ra5874970b6b79de655571857844dae0969136510ddc3ea9adc5c637d645cce58,0.48005742086763803,100000.0
R820c770708c743dd9364625dcae7f54f6360236d26d86a535a24de09ab52b59b,0.48005742086763803,100000.0
R56b4bb8495ea13ebb438befab849fa39c487e1d1e93bcb1ee21b598c86a08d93,0.48005742086763803,100000.0
Rb08173a52e92572af00a985cdc59e22c3708b58bfd32e9d9068b91b61f167138,0.48005742086763803,100000.0
R93a336c3d6aad1199b63eba96026f5c9ae417374c346d0aa80de8274f9640152,192.22831534431668,104819.24732387197
Rfdf6d375f40a4bb787e783f10eacd0029cfb08f60a3b93f9e54c1381b64e37ee,192.22743236386077,104819.24732387197
R25982e925dc5393e2291b7333a1ddc5bb5a272481bfb14ff8aa67e7f93e67576,0.48005742086763803,100000.0
Rb52db0f48544be22243a1f0f83bcfc09e62a8ddaf77c4ed833d48d07d14553d5,0.48005742086763803,100000.0
R95d874862bd89ce13f04cfd99bba0e94470d8bb8b9fc78afa980ca5b629abac4,0.48005742086763803,100000.0
Rcca197db2224f7f5bb0fa1642e0a77dee932f743f66994e01fa72dc7c0f0b069,216.63037688380166,31411.32700138209
R6338c542a916c46bb3a98a1e097456bdab198a242104994b6613e2bf4289ba5e,0.48005742086763803,100000.0
R143c8bb0ea5852da649d30d2715de0e4b409d007078afcffd1258787a6c0b76b,187.58327218361705,104822.67225135546
R4354dd9f6ea221af9175dd7ef11927f194645dfc89b8412746f2639e25e737c3,0.4800574208702528,100000.0
R2337f5177318c5252aad83b745f34493305806d0d7885da442809e69354f97b8,0.4800574208702528,100000.0
Rf4c702d5950076ba5be7bd6a34e28bb86af3d808bfaa56a22ab910726595eedd,0.4800574208702528,100000.0
R7f3c76f34ce039b7298c59eba21616b11d03be17ceecbc3dc0a6427aead63bc7,0.4800574208702528,100000.0
R96869fa1abd43a232403a917e64c4f3ca28f2b6db1e725ae17bf302eda14462b,216.98660103108682,31411.32700138209
Ra3bba40c2fd4c88e6a9e3102f484cb27192c32c2fb7a351f830ee9fc83940041,0.4800574208702528,100000.0
Rf61cb72b2255d27c905bdab01d1ee635e8e0286eef290a10bae3181fd2ef77af,0.4800574208702528,100000.0
R90ca547415c168775b71daf88e7eecc79f1a3b7a91de07f8d9794babe8765711,-29.64189101403406,141427.7034068703
Rbfef177445cf0cff418555379de7d2ee05501df8ab72a1d9f7d4315bb2851c92,-0.0016720265593903605,0.7089597540278818
Rbcb3641d2baa19cbc8230c28ed9f1b60804ddd23b10ea8bcf530eb574cbbc17a,3.319189434819691,1.3337894933599375
Rea3406cfc70ff771caa9d8d4708bc5d0bc3ff3a03322ce060a8f38d38626f562,0.4800574208702528,100000.0
Rde48587c4cae74cd65c97c486aa083dd72091f2c9c7c63d304ccf248b8f7dba0,0.4800574208702528,100000.0
Rc16b718f309ad5a374d98a1dd8fca9c59077e4ca7399f8ff3130012277951de3,0.4800574208702528,100000.0
Rc2e0b3839c9a8d26e2ed80e3aea8ecfd5e471b28b5fc9b29dfa419f27d7f6059,0.4800574208702528,100000.0
R560be2ca1a88f7175b173562e0ad80de63a0e670b01ddf7e1a744bca0c91fd7d,43.26290762578219,11.06289156032466
Rff92cb252ba7d52885fab56ea31f7e12e7719510459c424a36c597416fe4e242,0.4800574208702528,100000.0
R8e620480e9e00357585499fffd632bce790d4942ae14c4fe90023d00ac0d3d57,0.4800574208702528,100000.0
Rb408bd417b47cb7521fa3b11eb34ebd3383d3f0de3d470c34085ecb72a8d98ad,42.78357650227838,11.06289156032466
Ra2b2dfc04fdf531a23245a270f4524c8bdeebb841e5346ffc247afe52cc4e95f,6.032829283906949,2.0891892785621184
Rc42a60c7a68842681b98f86259d8bbb2dc45b4db47a6d5b1a488b467a73db7c1,0.4800574208702528,100000.0
Re6b0d85048657cb7d20ca50fc0c14775b021ea617701ffaf65135da1f99da76a,0.4800574208702528,100000.0
Re3b7ea242eebb90477b05347d56eb14710f4cb4ae4098b86d5d64d6395e7e847,0.4800574208702528,100000.0
Rfe6c479c0d5c72cbad4909dbca09b82cbdf517d24d9818e6022dd5a2b041b1d8,366.5323775515334,118089.28020263778
R17a825bf457c586ffb78c75d337f0c7b78c794a6737d4a4a353317c10f62af9b,192.22831929171923,104819.24732387197
R95ab40e95887633904ba116f2c4b2d90f489d569a97e365347ccbd784744d054,232.10230799922545,104826.91243972976
R24f62da203b11a7f268efb6e7a80ce8af1c8bc16085a58f36f5683a508383fa6,0.4800574208702528,100000.0
R9ddb9f691f33d56030eb8cc39fee6e8b8fcfe6eb07f25cff7a136a1a7436a4cc,0.4800574208702528,100000.0
R017eb85eeab1e83f90222ac94586f5bd365407c45aed6471f4733092d2f4b10b,0.4800574208702528,100000.0
R1b5d10cd9d28ef82005caf4d29f5689fa3724b370491cfbbd2a979f54501a162,0.4800574208702528,100000.0
R7ba0ba3e25e7f1ae24544a162ebd8bbce977d13bd48aa2aec2e8cf1fc4994d8b,0.4800574208702528,100000.0
Rd73e578c255e44e3511b951d39066838546fe4d1a55199bd64f619821772fe84,0.4800574208702528,100000.0
Rc14833919583b3d30e5858d123734eb6e732c63447464f8112b391d8f4d3f53f,-192.71086916155036,104819.72257083659
Rdb50121ad3a0d0fb926175f5a32b0fd5660913d04c1654e02d460341d54435ba,2.3094853531802073e-06,0.0
R2bad52143fd58f76e4b489241800f8e1060833b0390025b1ed32311ff19a4eb2,0.32503103464898686,0.0
R70a2c5835e15a0594c0c8d9f003d9553a9dc066aafc0499a6dc3d699aa9b7c0c,2.851529344415667,1.3337894933599375
R0a3b85415073b360da05edaa3007ee4a233aec1c3ec05ad52750e3bfbc844968,-30.016627814889716,12.49025022514614
Re501dd0072b2ed53203bf50219541de2260c69c9472b95c8d0a2acf1ccc63bd7,0.4800574208702528,100000.0
R7d513ca5696e27432008961e0610f99df3ffc9b8551d4a2ae4de706ba7e94e03,0.4800574208702528,100000.0
R01eb115dbc70f1c2e31e16797e0ea9081fa29b85739fd77d890a54093943caf2,0.4800574208702528,100000.0
R95151299519541a565e53162d3db73d7b3971ba6ab789e03c102c3a8be573840,0.4800574208702528,100000.0
R04244330ed2a0e1c18d15175c47f7c5e7c9b7badad87ff606773d1cecfbf49b5,0.4800574208702528,100000.0
Rcb9afc9a0dc58767afede8693bfecdf6cbe195a9232ebe7cc4cce740749d02c3,0.4800574208702528,100000.0
R1a7dd5848e8cd5ad1442a16560e850946f41d3edbe094c7f1ba93acd5fba46d7,175.81037282517264,144873.58115598027
R29a583fe57bca5af3e4ee3cd8fa335bf63e70a4cb6f08245ca15bc947445ed8a,156.55115858946976,104818.98960929691
R7aca0dd1ad15070dc36e347b4b97d9597abe95383445789031f1a8c8601c2de0,192.23389068728807,104819.24732387197
R20b2c4990ea857f7f1fdc66f7caa12134ba6fdc80df373d432d9e75d8b769943,0.4800574208702528,100000.0
R39c1d6d1ec91aa36bb08e30ab30ff6bab932414743dd8b428ab967c096be11d3,0.4800574208702528,100000.0
R67ba48f264689d82daf35b7aa5aebfa349147ec947c4e5329bcbf3b6376def2f,0.4800574208702528,100000.0
R06a46c43b31f6a78f37d8b63eea1f6609da5a5892f3a32917b789a32c242bc03,-140.73773721003624,31410.2537992433
Rd4428c85370e6e3728f8d3f0a6c223f831af3bef2063e78b33a2b8c20f243ff9,0.4800574208702528,100000.0
Rdb86e6fd99659f937a2e1bcb645fc1c54f16961e431840e9910123e3b1122b35,-16.440189757406642,100006.36621014202
R5c85c0311a8094c89d3d61fd0f7a25e16860ecd18987ca3b668d9b3e5ed68f04,174.20085603286554,31402.421688786086
Re8f093670a456fa1de694629a665eb8254ae13fb9feb640157d27772ff434da1,0.4800574208702528,100000.0
R0606cf5bae9c3a7222b86081b16cc1a3e18dbf3d91af15d144392ae51be3f56f,-138.0325014282497,31410.52570568485
Rbb77a0d78ca8a783b1113c1d8d1767c86cd18319845271c39642441ce07546f5,0.4800574208702528,100000.0
R7ba9a99936b517c7ac61b80861dc7b3fe82fcb7ae3595df8bf4d367fb80d9137,194.9419552328983,104819.14369556564
Rf739569ab3480565f2ed9e656631001608e153d79574df117c2a247c31b3c1f4,44.336228480987984,100013.11928854139
Raa76dc11a13edca8f535701f2f7b91bd3c09e05dc40cc67a6b706298728b55a2,0.4800574208702528,100000.0
Rcd482187e4647d58d37e5df82c52bae3c0b87e9ec550dbeb46c40f13a197e1c1,0.4800574208702528,100000.0
R2ef5be6c5a70186f294a85f95414d084ced48e3a0bb2988be898be5eb8bbb32c,0.4800574208702528,100000.0
R2f14dd3801624fbbe901153ed2aff02379f0e1b1a32fc5557b51e23a352ee694,0.4800574208702528,100000.0
Rb97ae93582d4bb2e0c9d01687cec0066c84fbdb0ad558cf1cad9e75bf2fbc713,0.4800574208702528,100000.0
R6fe181e71706dcbd038bf6c21dc77b4420ccfd3829ac00c1ee74a3d8e8feffe5,192.22743629928607,104819.24732387197
Rde1565bf68a29d3f23b3f5c98d916f4634615d027993c99ab5e6c6ad5fc1ca2b,0.4800574208702528,100000.0
R8b6ed339a31365620b53dbb9516f7ef1e67e105ccb763fdd515e0c93b6aa844e,0.4800574208702528,100000.0
Rd18f14ab5d10aed26b7f7585394c9a1bf3dc4e42bc59e3729c87ed3dd727c9d9,0.4800574208702528,100000.0
R1d44e2e663f83e619ef880e902b51ddfde99c7f1f243b341a62fe1016ac6abf5,0.4800574208702528,100000.0
R4cf4e0aa343fd0d65e729dbd47836fd06155ba16876cc060f3535780df5b2f52,0.4800574208702528,100000.0
R25488d1610b4560fdb854094fc61d2c1bba68918a44118ee7293fcf0f4881add,0.4800574208702528,100000.0
R9cc5547f54eb2f1c04b3cd8dc40d33e3cd546ad740e3936d956d4d303f143df6,187.58327218361967,104822.67225135546
Rfb5a51f080e765b011252abd4ab6435bf61c1ef34e22ea3a464ba7d4c17c9968,0.0,100000.0
Rf69f023195eab4f80e71eb5b88f5e72ae377ef68f6776d429e671fe2711359e7,-0.48005529801321245,100000.0
R89a46b94513218c7ed183a02dd88fe7b289aec6b30a166f06240a61ecba0c797,0.0,100000.0
Rf5ed8b2f1a93a821274c3fe29afafc25b827777346707383f8f749860644dddf,-0.16574867422673378,100000.0
Rf285b311765c5b3326b182dcb434f7a80a526219bdfdb560568b56e4fe9759d8,0.0,100000.0
Rb45bd2c72b2d9c144ff715a27a0cf78fe52f5860f15f16fbea8222db345a36e8,0.0,100000.0
Rfbb15769c7135649e4d1d77373faf55b9792daa9ba8a750879539b09500d26e1,0.0,100000.0
Rf6f5cbd15e9f2d3fa3af3085982e9fe151e5ae6c30fc7bd244b7749fc85e1913,42.35496412461782,100000.0
Rcd82e5c4f0177590a4d576aea7758569c3bbae7425fd49879e25a862f2c32af1,0.0,100000.0
Rb1f972d7fa3e9ee8d7026cc63f27b1347a9c94b185ee6b90ae5b06a9b8584415,0.0,100000.0
R56bfda3cb5bf5e412eb1e4ffdcbb8912a66f5ddb1c0942f75082daa0642888f2,0.0,100000.0
Ra13aeaac66c0deed54093209b0827791f33747051c42ef06a897a68d87ad6f81,0.0,100000.0
R9cdd71725d266984a7edb281c5f966f8321232970bd9d65c2f7ff966a531224d,-0.000794792755641538,100000.0
R9abc772cb5267a4de7f2c449c3846b93981e96b8a56af2029e078c3e3e509549,0.0,100000.0
R1be7ed694dc6cb32d4a8f169055ffbb2ca079084604fed2b037256dfc511fea1,0.0,100000.0
R0fd0e7e5ebdff3cd2844dbb03752e2db66073e31f7ca93992766504b8f110680,0.0,100000.0
R29b269bf3feff975e541ecd4ac28441d1da1159b72dc7a380519eac77532e7b9,-0.5110704435821845,100000.0
R9ecb9fd140a1f3826e2aed642af2e9ddbd6f420e653bacf1a96bb50be3d9fdfa,0.0,100000.0
Rbea18d6843fea44042e1bee4d4b9cdfe77d1b45e721a1f1eb1d9d035efe2d183,0.0,100000.0
Rd39c5ece1ff63fa54c0a3b93b85c3f0aaa3d4d7a707740361f2c57e28e6c50aa,0.0,100000.0
R43e5420bb2576a6f6c317e5f4f231567ce21df515002a08f66a1876535cc5cb1,0.0,100000.0
Rcfbf74ab8ccd6f380dc78b011e8ded9159a3ea4429c0dc224286f7c62360db92,-0.09458503528287565,100000.0
Re626cd38a554f6394f9f6dfd9cfb8388a73c48582f8ab7b8e3dd77159d8e09fb,0.0,100000.0
R9a1b36b28b68a2b1009b442acb457075a868d04776c9d45bebb1e26e3c8b120d,0.0,100000.0
Rc33a2e1a2b847ad14dd3ce1e6dfb4191148c7fe67421bc2f68ffc666343de3dc,39.46742050017315,100000.0
Rb4ef2646a3fb9351e315383d21890bc76252511e2f4110ff5b4a46d480aa06a1,0.0,100000.0
Rdbe7936706d15a49ddbc125cd318d98f55171b43378c95789f0c0fd491ec0b3b,-0.031061694486538727,100000.0
R8cabf9b75fc2f3ece6ea0eb6e598671596e57a6a398b8939da084685c26aba47,0.0,100000.0
Re1dc6d07109db46b2b5ebe164732006cdd5321e40d17a7d62c4d237b5995905e,0.0,100000.0
Rf6045c82d0bec3c6a544ae6a3e3dd06cd4e25305ec79f29e5a72b2b62d70d0de,0.0,100000.0
Rfdb9e082234f43847bdf2d92f7673b4bc29f9e5598489a4377474191e2da219e,0.0,100000.0
Rb3a309ef9bd11c628309ff8fbd12c763e2667e83474ac3fdc6715bd70c29ef90,0.0,100000.0
Rbfbc5bcae99b6a6abcdb30107969a5b69a2bbfcbdce9827a95360a22043cffaa,0.0,100000.0
Rbac38950ef88bbdccc0e0867cd70c36029e8554a5d33dd9677440f0c4a9e6066,0.0,100000.0
R7c4764adb77934cbe6c2825bf36fb8e8740290029a2699cb4b8e3662621f8c05,0.0,100000.0
Rff8860416805fdcf805c897cb340e3fb580322926627279ac4fad848b3c604a3,0.0,100000.0
Ra7e3446c614ff0c41d3a32181d75a7f703d7b25a264a186b6e16f94e4073b6e3,0.0,100000.0
Re2f74c42be5f35bdb126e2539132a68792132b2d5406ed73c43f571f96413a8e,0.0,100000.0
R3049464aab5a7c8a665a0d9d6d74007b89be7a68b51615af15526d2532eb15d5,0.0,100000.0
Ra9743273b765d0f0a7671d8b22483f51d8ee69318dc87dccc3dce95d6f838d73,0.0,100000.0
R90c89b876f363caab438b839240a4ce0be5f2527874d9dd16395fc8cca8b3396,0.0,100000.0
Ra283afeed172a9e626d30759ce054027990cd3d0dbf503a0dead73ab569029c5,0.0,100000.0
Rc0b67dc0943141029d0b99409c07d116de8d8171f7a6b9bc8518e1b2336f42f1,0.0,100000.0
Rebbddd0fd8ac9b24e72650ec9b46d21140745897b8c2606ad20c021402f4a6b0,0.0,100000.0
Rd406ce3f5b0a1df3ef0fee5313f70fe00fdcb069d4b707e5484d657d84a2c306,-5.869655319656886e-05,100000.0
R16594dd855743bfec7ff6c3bf1f6e6e9c5ac4d30e1dbfb8d76ea036f3032d9a9,0.0,100000.0
R39e604f353711862c442b762b50ea2d761ff58b7a54d522685b39a7964b36320,-0.012393228244036436,100000.0
R6f48dccefa2b6a99e8b5e39fec227c9394555be1a034146f4f1a80a43562af20,0.0,100000.0
R41a88d8a866dc48c29829e5df0ea962e929ba129ee09be51d0a83cd6a8e8faeb,0.0,100000.0
Rbbb7ac36c2262a76f6acece61eb6117396ae5184a5c5265cf680ea8ae6f88aef,-0.4800533186565872,100000.0
R3d5fc344256640d3f48b22645c7b871e83844fa9146f51874d8194390fce3c3e,0.0,100000.0
R44572f6d217356f1d4effeb3b51511dba5bc71b9c01d4c32acbf3e6b667be310,0.0,100000.0
Re0f4cdbe3c1e5352a64b1f24dbc88fb13b569687e3652671f9a89e5d84529667,0.0,100000.0
R956dc8d6aa4452cc364455b6f79207ac168e7ccb150566dcd2e96b7d2af28690,0.0,100000.0
Rdf2983a2f9b3e72779a15a560b21a32b735d777e2441d15a5b58657966fba795,0.0,100000.0
R48cf5a74869acad1ab8d7bd2fe282445855bd276c76035078f077fb8987a026b,0.0,100000.0
