ID	Type	Generation	Formula	InChIKey	SMILES
pkc0005669	Predicted	2	C34H34N4O4	QJGLJUVZLBBSLS-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(C(O)CC=O)=C4C)c(C)c3C=C
pkc0005670	Predicted	2	C16H26O7	ZEGCPDYZOHGVIU-MUGRSDNVSA-N	C=CC(O)(CC=CC(=C)C)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0005671	Predicted	2	C58H94O2	HMZVRCBTRKIBHR-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(OC2CCC4(C)C5=C(CCC4C2C)C2CCC(C(C)CCC(=C)C(C)C)C2(CO)CC5)C(C)C1CC3)C(C)C
pkc0005672	Predicted	2	C22H30O17	FGEAPIMECBNZLZ-LTTVNUAYSA-N	C=C(CC(=O)O)C(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2[C@@H](CO)O[C@H](OC(=O)C(=C)CC(=O)O)[C@H](O)[C@H]2O)[C@H]1O
pkc0005673	Predicted	2	C20H22O11	OWMBTHPKUMQQQZ-UHFFFAOYSA-N	C=C(OC1C=C(C(O)OC(=O)C(=C)OC2C=C(C(O)O)C=CC2O)C=CC1O)C(=O)O
pkc0005674	Predicted	2	C40H42N4O9	ZXANFUWHLJHDJE-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OC1OC(CO)C(=O)C(O)C1O)=C4C)c(C)c3C=C
pkc0005675	Predicted	2	C20H24N2O9	ZMKZGNKDWAGGNF-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)OC(=O)C2=CC(OC(=C)C(O)O)C(N)C=C2)C=CC1N)C(O)O
pkc0005676	Predicted	2	C9H15O12P	JBOJZAIZSDWDAS-QIMLKFGCSA-N	O=C(O)C(=CO)OP(=O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0005677	Predicted	2	C3H3O7P	FYQDRZNSIWBPKO-UHFFFAOYSA-N	O=C=C(OP(=O)(O)O)C(=O)O
pkc0005678	Predicted	2	C28H42O3	SWFWTYRKPDSGES-UHFFFAOYSA-N	C=C(C=CC(C)C1CCC2C3=CC=C4CC(O)(O)CCC4(C)C3CCC21C)C(C)CO
pkc0005679	Predicted	2	C37H44O35P4	DNTXUIYJYVXBJR-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)OC2CC(C(=O)OC3C(OP(=O)(O)O)C=C(C(=O)O)CC3OC(=C)C(=O)O)=CC(OP(=O)(O)O)C2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005680	Predicted	2	C17H24O17P2	XXBRNWRBFHXZJF-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC1CC(C(O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005681	Predicted	2	C20H26O19P2	INLIYAZEESZAGO-UHFFFAOYSA-N	C=C(OC1CC(C(O)O)=CC(OP(=O)(O)O)C1OC(=O)C(=C)OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005682	Predicted	2	C34H34N4O6	MKZWZKNDGGVECZ-UHFFFAOYSA-N	C=CC1=C(CO)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C(O)CC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0005683	Predicted	2	C16H23O16P	GHPJCEUPXKCADL-PMACNCOXSA-N	C=C(OC1CC(C(=O)O[C@H]2O[C@H](CO)C(O)(O)[C@H](O)[C@H]2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005684	Predicted	2	C28H46O3	XVZYRAJBXQSYQB-UHFFFAOYSA-N	C=C(C(C)C)C(O)CC(C)C1CCC2C3=C(CCC21CO)C1(C)CCC(O)CC1CC3
pkc0005685	Predicted	2	C35H58O7	MOYOTTBFXWEUGI-YRRKEAMLSA-N	C=C(CCC(C)C1C(O)CC2C3=C(CCC21C)C1(C)CCC(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(C)C1CC3)C(C)C
pkc0005686	Predicted	2	C68H66N8O9	SJJSOTYGJUOEQY-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OCC1=C(CCC(=O)O)c2cc5[nH]c(cc6nc(cc7[nH]c(cc1n2)c(C)c7C=C)C(C)=C6C=C)c(C)c5CCC(=O)O)=C4CO)c(C)c3C=C
pkc0005687	Predicted	2	C28H44O3	WVNZUUQQJAOUBJ-UHFFFAOYSA-N	C=C(CC(O)C(C)C1(O)CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C
pkc0005688	Predicted	2	C26H34O24P2	KWSZVGWYTADWPI-PLMSZWGVSA-N	C=C(OC1CC(C(=O)OC(=O)C2=CC(OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(O)C(OC(=C)C(=O)O)C2)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005689	Predicted	2	C68H66N8O8	YTLSKODRWPYRJJ-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC(=O)CCC1=C(C)c2cc5[nH]c(cc6nc(cc7[nH]c(cc1n2)c(CCC(=O)O)c7C)C(C=C)=C6CO)c(C=C)c5C)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0005690	Predicted	2	C20H26O19P2	SUCPFVNGHXBWMV-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)OC(=O)C1=CC(OP(=O)(O)O)C(O)C(OC(=C)C(O)O)C1
pkc0005691	Predicted	2	C56H90O3	RUSGTGYPJYRIJY-UHFFFAOYSA-N	C=C(CCC(C)(O)C1CCC2C3=C(CCC21C)C1(C)CCC(OC(C)(CCC(=C)C(C)C)C2CCC4C5=C(CCC42C)C2(C)CCC(O)CC2CC5)CC1CC3)C(C)C
pkc0005692	Predicted	2	C14H22O4	KFWJAECNJBSCLH-UHFFFAOYSA-N	C=CC(C)(OC(C)=O)C(CC=C(C)C)OC(C)=O
pkc0005693	Predicted	2	C30H50O4	CALJAOSGOGXIMY-UHFFFAOYSA-N	C=CC(C)(O)CC=CC(C)(C)OC(C)(C)C=CCC(C)(C=C)OC(C)(C)C=CCC(C)(O)C=C
pkc0005694	Predicted	2	C13H16O8	BGDWQCNKHFYNHQ-UHFFFAOYSA-N	C=C(OC1C=CC(C(=O)O)=CC1OC(=C)C(O)O)C(O)O
pkc0005695	Predicted	2	C34H34N4O4	WEKGNRMUWAMTIM-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC=O)C(CC(O)C(=O)O)=C4C)c(C)c3C=C
pkc0005696	Predicted	2	C20H24O17P2	SSIHKKQCTMBSRY-UHFFFAOYSA-N	C=C(OC1CC(C=O)=CC(OP(=O)(O)O)C1OC1C(OP(=O)(O)O)C=C(C=O)CC1OC(=C)C(=O)O)C(=O)O
pkc0005697	Predicted	2	C29H48O3	TXAJIKFYYGBYME-UHFFFAOYSA-N	C=C(CCC(CO)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3)C(C)CO
pkc0005698	Predicted	2	C58H94O3	RTYVILSUWPSMSB-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21COC1CCC2(C)C4=C(CCC2C1C)C1CCC(C(C)CCC(=C)C(C)C)C1(CO)CC4)C1(C)CCC(O)C(C)C1CC3)C(C)C
pkc0005699	Predicted	2	C16H21NO11	BYMKANMLMPWLDQ-NAMKFSAHSA-N	C=C(OC1C=C(C(=O)O[C@H]2O[C@H](CO)C(O)(O)[C@H](O)[C@H]2O)C=CC1N)C(=O)O
pkc0005700	Predicted	2	C22H38O12	KYJDDAGKWHUJSA-GBCGSVPVSA-N	C=CC(C)(CC=CC(C)(C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0005701	Predicted	2	C37H32O19	CCVYLPUQBLWDBC-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)O)C=CC1OC(=O)C(=C)OC1C=C(C(=O)O)C=CC1OC1C=C(C(=O)O)C=CC1OC(=O)C(=C)OC1C=C(C(=O)O)C=CC1O)C(=O)O
pkc0005702	Predicted	2	C37H44O35P4	STSYHXJLZCRKGA-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC(=O)C2=CC(OP(=O)(O)OC3CC(C(=O)OC(=O)C4=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C4)=CC(OP(=O)(O)O)C3O)C(O)C(OC(=C)C(=O)O)C2)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005703	Predicted	2	C74H76N8O12	ZACRJNIXCJVAAP-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC1OC(CO)C(OC(=O)CCc2c(C)c5cc6nc(cc7[nH]c(cc8nc(cc2[nH]5)C(CCC(=O)O)=C8C)c(C)c7C=C)C(C)=C6C=C)C(O)C1O)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0005704	Predicted	2	C58H94O3	GMILUAROUXAQQR-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(OCC(C)C(=C)CCC(C)C2CCC4C5=C(CCC42C)C2(C)CCC(O)C(C)C2CC5)C(C)C1CC3)C(C)CO
pkc0005705	Predicted	2	C30H35O28P3	ULYUSVARNHVOPO-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC(=O)C(=C)OC1CC(C(=O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005706	Predicted	2	C28H46O3	MJRWUQAIBGEWAQ-UHFFFAOYSA-N	CC(C)C(=CO)C(O)CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C
pkc0005707	Predicted	2	C28H44O3	DXIUJYBWCKSKNN-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3C(O)C(O)C21C)C(C)C
pkc0005708	Predicted	2	C23H25O18P	YGUNTTRAJKVVSY-UHFFFAOYSA-N	C=C(OC(=O)C1=CC(OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)C(O)C(OC(=C)C(=O)O)C1)C(=O)O
pkc0005709	Predicted	2	C34H56O7	LMZXEAFICDBWAK-JDPKLTQASA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC4(C)C3C(O)CC21C)C(C)C
pkc0005710	Predicted	2	C34H34N4O6	IXIKKPOMEUBHPJ-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(c(C)c5CCC(=O)O)c(O)c1n2)C(C(O)CC(=O)O)=C4C)c(C)c3C=C
pkc0005711	Predicted	2	C34H36N4O5	QQQAQGZDLJTKDE-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(O)O)C(CC(O)C(=O)O)=C4C)c(C)c3C=C
pkc0005712	Predicted	2	C28H46O3	OEVQGTRQRAOVCU-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)C(O)CC(O)CC1CC3)C(C)(C)O
pkc0005713	Predicted	2	C40H46O37P4	HAWZPBMARVSTTE-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OP(=O)(OC(=O)C(=C)OC2CC(C(=O)OP(=O)(O)OC3C=C(C(=O)O)CC(OC(=C)C(=O)O)C3O)=CC(OP(=O)(O)O)C2O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005714	Predicted	2	C20H24O18P2	IMFOMJPVOSVFIF-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)=CC(OP(=O)(O)O)C1)C(=O)O
pkc0005715	Predicted	2	C29H48O3	BTWRGEFVYBQAGC-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CC(O)C21C)C1(C)CCC(O)C(C)C1C(O)C3)C(C)C
pkc0005716	Predicted	2	C34H34N4O6	XOLPYLOCXOMXQB-UHFFFAOYSA-N	C=CC1=C(C)C2=NC1=CC1=NC(O)(C=c3[nH]c(c(CCC(=O)O)c3C)=CC3=NC(=C2)C(C)=C3CCC(=O)O)C(C(=C)O)=C1C
pkc0005717	Predicted	2	C29H48O3	DKNORQHRVLVISL-UHFFFAOYSA-N	CC(C)C(=CO)CCC(C)C1CCC2C3=C(CCC21C)C1(C)C(O)CC(O)C(C)C1CC3
pkc0005718	Predicted	2	C8H14O2	AHDYRUFZSQEZKT-UHFFFAOYSA-N	C=CC(O)CCCC(C)=O
pkc0005719	Predicted	2	C17H22O18P2	MOYKSPDCIGIOPA-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC2(O)CC(C(=O)O)=CC(OP(=O)(O)O)C2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005720	Predicted	2	C68H66N8O8	DDPXXTRJJQVABH-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OC(=O)CCC1=C(C)c2cc5[nH]c(cc6nc(cc7[nH]c(c(O)c1n2)c(CCC(=O)O)c7C)C(C=C)=C6C)c(C=C)c5C)=C4C)c(C)c3C=C
pkc0005721	Predicted	2	C29H48O3	VHKPCISSKDCVOY-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CC(O)C(O)C(C)(O)C1CC3)C(C)C
pkc0005722	Predicted	2	C22H33O20P	IDQYLVUOONMRJT-ZASOAPPFSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1O)C(=O)O
pkc0005723	Predicted	2	C58H94O3	NJZRUTRPMKAZJK-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(COC2CCC4(CO)C5=C(CCC4C2C)C2CCC(C(C)CCC(=C)C(C)C)C2(C)CC5)CCC(O)C(C)C1CC3)C(C)C
pkc0005724	Predicted	2	C28H46O3	FBQUJPJAESWWEP-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1(O)C(O)C3)C(C)C
pkc0005725	Predicted	2	C40H44O31P2	YFKPTUDSXKGHAQ-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC1C=C(C(=O)O)CC(OC(=C)C(=O)O)C1OC1C(OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O)C=C(C(=O)O)CC1OC(=C)C(=O)O)C(=O)O
pkc0005726	Predicted	2	C10H13O12P	JYJZLNBWXYVKMS-UHFFFAOYSA-N	C=C(OC1C(O)C(OP(=O)(O)O)C=C(C(=O)O)C1(O)O)C(=O)O
pkc0005727	Predicted	2	C20H34O2	VAXZIJABQYFIEA-UHFFFAOYSA-N	C=CC(C)=CCCC(C)(C)OC(C)(C)CC(O)C=C(C)C=C
pkc0005728	Predicted	2	C20H34O3	AAPLRBOEFYDCGT-UHFFFAOYSA-N	C=CC(C)(O)CC(C=C(C)C)OC(C)(C=C)CC(O)C=C(C)C
pkc0005729	Predicted	2	C29H48O3	PULIBLZPTAFIOS-UHFFFAOYSA-N	C=C(C(C)C)C(O)CC(C)C1CCC2C3=C(CCC21CO)C1(C)CCC(O)C(C)C1CC3
pkc0005730	Predicted	2	C56H90O3	DPPRXRKZMMBHOS-UHFFFAOYSA-N	C=C(CCC(CO)C1CCC2C3=CCC4CC(OC5CCC6(C)C(CC=C7C6CCC6(C)C7CCC6C(CO)CCC(=C)C(C)C)C5)CCC4(C)C3CCC21C)C(C)C
pkc0005731	Predicted	2	C10H12O6	FPJHHWNQGZWVFX-UHFFFAOYSA-N	C=C(OC1CC(C=O)=CC(O)C1O)C(=O)O
pkc0005732	Predicted	2	C40H46O37P4	OMYXEPOSSRUWMO-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)=CC(OP(=O)(O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O)C1O)C(=O)O
pkc0005733	Predicted	2	C17H18N2O8	WIWPOMVJTODDOO-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)OC2C=C(C(=O)O)C(O)=CC2N)C=CC1N)C(=O)O
pkc0005734	Predicted	2	C34H54O7	KPIHYNOAIMDTMZ-AOMDMDQHSA-N	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3CCC21C)C(C)C
pkc0005735	Predicted	2	C37H44O35P4	JVMFZSXZXXGTKI-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC(=O)C2=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)OC3CC(C(=O)OP(=O)(O)OC4C=C(C(=O)O)CC(OC(=C)C(=O)O)C4O)=CC(OP(=O)(O)O)C3O)C2)C1O)C(=O)O
pkc0005736	Predicted	2	C14H24O7	KLVYMUXNNXKCRU-GHYKTKRRSA-N	C=CC(=O)CCCC(C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0005737	Predicted	2	C20H34O3	HCNLUKBERNHBDW-UHFFFAOYSA-N	CC(C=CO)=CCCC(C)(C)OC(C)(C)CCC=C(C)C=CO
pkc0005738	Predicted	2	C17H22O16P2	UAKNOUBYPJUNMF-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2CC(C=O)=CC(OP(=O)(O)O)C2O)C1O)C(=O)O
pkc0005739	Predicted	2	C68H66N8O8	JGAWKNXWEWUARW-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC(=O)CC(O)c1c(C)c2cc5nc(cc6[nH]c(cc7nc(cc1[nH]2)C(CCC(=O)O)=C7C)c(C)c6C=C)C(C)=C5C=C)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0005740	Predicted	2	C20H23O15P	ISHSTUZKWRDDTP-UHFFFAOYSA-N	C=C(OC1CC(C=O)=CC(OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O)C1O)C(=O)O
pkc0005741	Predicted	2	C13H22O8	CIZAZXGHIWQWMZ-DVYMNCLGSA-N	C=CC(=O)OCC(C)(C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0005742	Predicted	2	C26H44O8	ODZYFEFZFATCIN-RPHAFBDVSA-N	C=CC(C)(CC=CC(C)(C)O)OC[C@H]1O[C@H](OC(C)(C=C)CC=CC(C)(C)O)[C@H](O)[C@@H](O)[C@@H]1O
pkc0005743	Predicted	2	C28H46O3	LCSGFZJQERIHPO-UHFFFAOYSA-N	C=C(CCC(C)(O)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)(C)O
pkc0005744	Predicted	2	C28H46O3	JIVHKTUFMVZZCG-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CCC4(O)CC(O)CCC4(C)C3(O)CCC21C)C(C)C
pkc0005745	Predicted	2	C10H11NO7	SJXMJKPPFUKPCH-UHFFFAOYSA-N	NC1C(O)=CC(C(=O)O)=CC1OC(=CO)C(=O)O
pkc0005746	Predicted	2	C9H10O13P2	QLOYCNXLJHNJFL-UHFFFAOYSA-N	C=C(OP(=O)(O)OC(=C)C(=O)OP(=O)(O)OC(=C)C(=O)O)C(=O)O
pkc0005747	Predicted	2	C13H12O7	OCCICWQIVIAULH-UHFFFAOYSA-N	C=C(OC1C=CC(C=O)=CC1OC(=C)C(=O)O)C(=O)O
pkc0005748	Predicted	2	C28H42O	RSZNEQNAULHLGE-UHFFFAOYSA-N	C=C(C=CC(C)C1CCC2C3=CC=C4CCCCC4(C)C3CCC21CO)C(C)C
pkc0005749	Predicted	2	C16H23O14P	HBBIZZPRWGLEEM-NJJODDDPSA-N	C=C(C=O)OC1CC(C(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OP(=O)(O)O)C1O
pkc0005750	Predicted	2	C10H14O3	VSDPPFHWHUCBIB-UHFFFAOYSA-N	CC(=CO)C1CC=C(CO)C(=O)C1
pkc0005751	Predicted	2	C28H46O3	XTJWPVMWTKEMKI-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21CO)C1(C)CCC(O)CC1C(O)C3)C(C)C
pkc0005752	Predicted	2	C29H48O3	OJRUKSPORWXQFO-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(CO)C1C(O)C3)C(C)C
pkc0005753	Predicted	2	C32H44O29P2	YCRWVSQTQFBJJJ-GOQXRYMLSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O[C@H]2O[C@H](CO[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]3OP(=O)(O)OC3C=C(C(=O)O)CC(OC(=C)C(=O)O)C3O)[C@@H](O)[C@H](O)[C@H]2O)C1O)C(=O)O
pkc0005754	Predicted	2	C3H2O2	NHROPRRDILPPOO-UHFFFAOYSA-N	O=CC#CO
pkc0005755	Predicted	2	C26H34O24P2	CCELNEULGVZCOY-WYWYWYNOSA-N	C=C(OC1CC(C(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OP(=O)(O)O)C1OC(=O)C(=C)OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005756	Predicted	2	C27H32O23P2	VVIWRJJFNBYUNB-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OC(=O)C2=CC(OP(=O)(O)OC3CC(C(=O)O)=CC(OP(=O)(O)O)C3O)C(O)C(OC(=C)C(=O)O)C2)C1O)C(=O)O
pkc0005757	Predicted	2	C68H66N8O9	SQBUJMFUZBKZJY-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=COC=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5C=C)c(C)c4CCC(=O)O)C(CCC(=O)O)=C3C
pkc0005758	Predicted	2	C40H44N4O10	YHSKVIQDVCJCOW-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OC1OC(CO)C(O)C(O)C1O)=C4C)c(C)c3C(=C)O
pkc0005759	Predicted	2	C56H86O3	WPFAZAFDUKLNIJ-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2(O)C3=CC=C4CC(OC56CCC(C(C)CCC(=C)C(C)C)C5(C)CCC5C6=CC=C6CC(O)CCC65C)CCC4(C)C3CCC12C)C(C)C
pkc0005760	Predicted	2	C29H48O3	UAWBOFTYIGWCQZ-UHFFFAOYSA-N	CC(C)C(=CO)CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)(O)C(C)C1CC3
pkc0005761	Predicted	2	C40H45O34P3	HCOJLURMHUTAGG-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)OC3C=C(C(=O)OC(=O)C(=C)OC4CC(C(=O)O)=CC(OP(=O)(O)O)C4O)CC(OC(=C)C(=O)O)C3O)C2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0005762	Predicted	2	C13H20O3	HLSIATMMZLVGOW-UHFFFAOYSA-N	C=C1C=CCC(C)(C)C12OC(C)C(O)C2O
pkc0005763	Predicted	2	C13H13NO6	SHJUZWUMBZFQTO-UHFFFAOYSA-N	C=C(C=O)OC(=O)C1=CC(OC(=C)C(=O)O)C(N)C=C1
pkc0005764	Predicted	2	C28H46O3	DSDQFOZJEWVLLV-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2(O)C3=C(CCC12C)C1(C)CCC(O)(O)CC1CC3)C(C)C
pkc0005765	Predicted	2	C56H82O3	SNRZARYBKLZDEJ-UHFFFAOYSA-N	C=C(C=CC(C)C1CCC2C3=CC=C4CC(OC56CCC7(C)C(CCC7C(C)C=CC(=C)C(C)C)C5=CC=C5CC(O)CCC56C)CCC4(C)C3(O)CCC21C)C(C)C
pkc0005766	Predicted	2	C10H10O8	ZGWDTDQOTNLVDO-UHFFFAOYSA-N	C=C(OC1(O)C=C(C(=O)O)C=CC1(O)O)C(=O)O
pkc0005767	Predicted	2	C10H12O2	WDQBUCCKVAHRJO-UHFFFAOYSA-N	C=C(C=O)C1CC=C(C)C(=O)C1
pkc0005768	Predicted	2	C29H48O3	BURDRDUONQXNGH-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)(O)C(C)C1C(O)C3)C(C)C
pkc0005769	Predicted	2	C10H18O4	YIILHEWFKFUEAH-UHFFFAOYSA-N	C=CC1(C)OC(O)(C(C)(C)O)CC1O
pkc0005770	Predicted	2	C10H18O4	KGSJYNRDMRMNAM-UHFFFAOYSA-N	CC(C)(O)C=C(O)CC(C)(O)C=CO
pkc0005771	Predicted	2	C23H26O21P2	PWBOSPZUGYSKIC-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O)C1OC(=C)C(=O)O)C(=O)O
pkc0005772	Predicted	2	C34H36N4O5	IMZAPHXJDABMMQ-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(O)O)=C4CO)c(C)c3C=C
pkc0005773	Predicted	2	C34H36N4O5	GTNPAQPROVOPLC-UHFFFAOYSA-N	C=CC1=C(CO)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(O)O)=C4C)c(C)c3C=C
pkc0005774	Predicted	2	C17H18N2O8	VGYJUAJBQSGPLD-UHFFFAOYSA-N	C=C(OC1(O)C=C(C(=O)O)C=CC1N)C(=O)OC1C=C(C(=O)O)C=CC1N
