ID	Type	Generation	Formula	InChIKey	SMILES
pkc0001397	Predicted	2	C16H23O14P	CDGZUYUUWOHRFB-KINGURNISA-N	C=C(OC1CC(C=O)=CC(OP(=O)(O)O)C1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O
pkc0001398	Predicted	2	C28H42O3	VZUIDAKUXFHDNQ-UHFFFAOYSA-N	C=C(C=CC(C)C1CCC2C3=C(O)C=C4CC(O)CCC4(C)C3CCC21C)C(C)(C)O
pkc0001399	Predicted	2	C40H45O34P3	PTWAKQKIAPMQBH-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC(=O)C(=C)OC1CC(C(=O)O)=CC(OP(=O)(O)OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)C1O)C(=O)O
pkc0001400	Predicted	2	C34H56O7	LDLLGKLGMJOROD-KYKKBQNTSA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC4(C)C3CCC21C)C(C)(C)O
pkc0001401	Predicted	2	C26H33O21P	PXDZIEUBLUJXDB-LQAVJAFZSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1O)C(=O)O
pkc0001402	Predicted	2	C31H40O31P4	ZEJUBSSQKVFOTK-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0001403	Predicted	2	C29H48O3	SBXBAOYCMOWPSV-UHFFFAOYSA-N	C=C(CCC(C)(O)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)C1C(O)C3)C(C)C
pkc0001404	Predicted	2	C33H37O30P3	PUBHBIFEBDWINO-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2OC(=C)C(=O)OC(=O)C2=CC(OP(=O)(O)O)C(O)C(OC(=C)C(=O)O)C2)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0001405	Predicted	2	C28H42O3	LKUWHANVQHKZSZ-UHFFFAOYSA-N	C=C(C=CC(C)C1CCC2C3=C(O)C=C4C(O)C(O)CCC4(C)C3CCC21C)C(C)C
pkc0001406	Predicted	2	C10H15O9P	IVEMCJQIJGADDE-UHFFFAOYSA-N	C=C(CO)OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O
pkc0001407	Predicted	2	C68H66N8O9	KHPQTBJQHZJSHX-UHFFFAOYSA-N	C=CC1=C(CO)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OC(=O)CCC1=C(C)c2cc5[nH]c(cc6nc(cc7[nH]c(cc1n2)c(CCC(=O)O)c7C)C(C=C)=C6CO)c(C=C)c5C)=C4C)c(C)c3C=C
pkc0001408	Predicted	2	C20H18O13	CLGFIVFTGKUYRQ-UHFFFAOYSA-N	C=C(OC1C(O)=C(C(=O)O)C=CC1OC1C=CC(C(=O)O)=C(O)C1OC(=C)C(=O)O)C(=O)O
pkc0001409	Predicted	2	C13H12O9	UVRLZODGUPXBMB-UHFFFAOYSA-N	C=C(OC(=O)C(=C)OC1C(O)=C(C(=O)O)C=CC1O)C(=O)O
pkc0001410	Predicted	2	C17H22O19P2	HNNCJBXDQWSTPZ-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1(O)O)C(=O)OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1(O)O
pkc0001411	Predicted	2	C10H14O5	DWGIDSOMJTTWDK-UHFFFAOYSA-N	C=C(CO)C(=O)OCC(=C)C(=O)OCC
pkc0001412	Predicted	2	C20H30O	AJISSZUTVLOBKN-UHFFFAOYSA-N	C=C(C=COC=CC(=C)CCC=C(C)C)CCC=C(C)C
pkc0001413	Predicted	2	C68H106O11	VGCGFBOSWBWERM-ZWONFVFJSA-N	C=C(CCC(C)C1CCC2C3=CC=C4CC(O[C@H]5O[C@H](CO[C@@H]6[C@@H](CO)O[C@H](OC7CCC8(C)C(=CC=C9C8CCC8(C)C9CCC8C(C)CCC(=C)C(C)C)C7)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)CCC4(C)C3CCC21C)C(C)C
pkc0001414	Predicted	2	C10H20O9P2	PHYSSPRQKRIUAD-UHFFFAOYSA-N	C=C(C)C(O)COP(=O)(O)OP(=O)(O)OCC(O)C(=C)C
pkc0001415	Predicted	2	C28H46O	PZGWWYJOMSOFCR-UHFFFAOYSA-N	C=C(CCC(C)C1CC(O)C2C3=CCC4CCCCC4(C)C3CCC12C)C(C)C
pkc0001416	Predicted	2	C20H26O3	WTTRDJGWHAOMFZ-UHFFFAOYSA-N	C=C(C)C1(OC2(C(=C)C)CC=C(C)C(=O)C2)CC=C(C)C(=O)C1
pkc0001417	Predicted	2	C20H24O20P2	GKRDQTPTRXPCCV-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OP(=O)(O)OC1C=C(C(=O)O)C(O)C(OC(=C)C(=O)O)C1O)C(=O)O
pkc0001418	Predicted	2	C11H21NO6	OMZCLQMKNLGSHV-ORMHHXEGSA-N	OC[C@H]1O[C@H](OC2CCCNC2)[C@H](O)[C@@H](O)[C@@H]1O
pkc0001419	Predicted	2	C40H46O37P4	LOLOVLPYWZSCAR-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC(=O)C2=CC(OP(=O)(O)O)C(OP(=O)(O)OC3C=C(C(=O)O)CC(OC(=C)C(=O)O)C3O)C(OC(=C)C(=O)O)C2)=CC(OP(=O)(O)OC2C(OP(=O)(O)O)C=C(C(=O)O)CC2OC(=C)C(=O)O)C1O)C(=O)O
pkc0001420	Predicted	2	C40H44O31P2	LRRSDMDAFHUHFG-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)OC3C(OC(=O)C(=C)OC4CC(C(=O)O)=CC(OP(=O)(O)O)C4O)C=C(C(=O)O)CC3OC(=C)C(=O)O)C2O)C1O)C(=O)O
pkc0001421	Predicted	2	C30H34O25P2	JSAAHGKGNIBHRT-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC1C=C(C(=O)O)CC(OC(=C)C(=O)O)C1OC1C(OP(=O)(O)O)C=C(C(=O)O)CC1OC(=C)C(=O)O)C(=O)O
pkc0001422	Predicted	2	C37H44O35P4	COHBNSOKQDDWIL-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)=CC(OP(=O)(O)OC2CC(C(=O)OC(=O)C(=C)OC3CC(C(=O)O)=CC(OP(=O)(O)O)C3O)=CC(OP(=O)(O)O)C2O)C1O)C(=O)O
pkc0001423	Predicted	2	C32H38O21	SDRPWWALESUSJL-YKRRDZFJSA-N	C=C(OC1C=C(C(=O)O[C@@H]2[C@@H](O)[C@@H](OC3C=CC(C(=O)O)=CC3OC(=C)C(=O)O)O[C@H](CO)[C@H]2O)C=CC1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O
pkc0001424	Predicted	2	C10H18O4	KRUQZCAXDMTBDX-UHFFFAOYSA-N	CC1(C=C(O)O)CCC(C(C)(C)O)O1
pkc0001425	Predicted	2	C17H16O9	ZSVUVINPPSLTCW-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)O)C=CC1OC(=O)C1=CC(O)C(O)C=C1)C(=O)O
pkc0001426	Predicted	2	C34H34N4O4	RGYLPJZOUIQDLR-UHFFFAOYSA-N	C=CC1=C(CO)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC=O)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0001427	Predicted	2	C34H56O7	BMOFXYABOWMUKA-BACHULDKSA-N	C=C(CCC(CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C
pkc0001428	Predicted	2	C17H22O18P2	SVDGGWOIYRXDOD-UHFFFAOYSA-N	O=C(O)C1=CC(OP(=O)(O)O)C(O)C(OC=C(OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)C(=O)O)C1
pkc0001429	Predicted	2	C34H36N4O5	FXTSZAJOEPDEOY-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(O)O)=C4C)c(C)c3C=CO
pkc0001430	Predicted	2	C16H23O14P	YSIFDRZRPSHPRF-AYSXYKCPSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O[C@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O
pkc0001431	Predicted	2	C3H4O	HGINCPLSRVDWNT-UHFFFAOYSA-N	C=CC=O
pkc0001432	Predicted	2	C20H24O21P2	IAYFHESYOKIUSG-UHFFFAOYSA-N	C=C(OC1C(O)C(C(=O)OC2C(C(=O)O)=CC(OP(=O)(O)O)C(O)C2OC(=C)C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0001433	Predicted	2	C27H33O26P3	KPPZAQRGGFUDJE-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)OC(=O)C(=C)OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O
pkc0001434	Predicted	2	C28H46O3	WWHDZTAPTWXICF-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O)(O)CCC4(C)C3CCC21CO)C(C)C
pkc0001435	Predicted	2	C16H26O7	OGFUGLMTWIZAPL-VAZACWIESA-N	C=CC(C)(CC=C(O)C(=C)C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0001436	Predicted	2	C17H18O9	INKJUFZKAZDDAD-UHFFFAOYSA-N	C=C(OC1C=C(C(O)O)C=CC1O)C(=O)OC1C=C(C(=O)O)C=CC1O
pkc0001437	Predicted	2	C29H48O3	VITMOCJCLKWQPW-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2(O)C3=C(CC(O)C12C)C1(C)CCC(O)C(C)C1CC3)C(C)C
pkc0001438	Predicted	2	C32H44O29P2	ZBZDOSHBBUXFDD-HMJBUKDSSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O[C@H]1O[C@H](CO[C@@H]2[C@@H](CO)O[C@H](OC(=O)C(=C)OC3CC(C(=O)O)=CC(OP(=O)(O)O)C3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
pkc0001439	Predicted	2	C35H58O7	SVCWNLVOCMJVAX-UTFRIUKDSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O[C@H]2O[C@H](CO)[C@@H](O)C(O)(O)[C@H]2O)C(C)C1CC3)C(C)C
pkc0001440	Predicted	2	C16H30O3	PBKWZAKZORLOBB-UHFFFAOYSA-N	C=CC(O)CC(CCC)OC(CCC)CC(O)C=C
pkc0001441	Predicted	2	C37H44O35P4	GANVYJDIRPBXBY-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OP(=O)(OC2C=C(C(=O)O)CC(OC(=C)C(=O)O)C2O)OC2CC(C(=O)OP(=O)(O)OC3C=C(C(=O)O)CC(OC(=C)C(=O)O)C3O)=CC(OP(=O)(O)O)C2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0001442	Predicted	2	C56H90O3	CLWMEAISRIQKCQ-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(OC2CCC4(C)C5=C(CCC4C2O)C2CCC(C(C)CCC(=C)C(C)C)C2(C)CC5)C(O)C1CC3)C(C)C
pkc0001443	Predicted	2	C58H94O3	PSIXUCVRCXOFTC-UHFFFAOYSA-N	C=C(CCC(C)C1CC(O)C2C3=C(CCC12C)C1(C)CCC(OC2CC(C(C)CCC(=C)C(C)C)C4(C)CCC5=C(CCC6C(C)C(O)CCC56C)C24)C(C)C1CC3)C(C)C
pkc0001444	Predicted	2	C29H48O3	UKASKJOHIXLMAY-UHFFFAOYSA-N	C=C(CCC(C)C1(O)CCC2C3=C(CCC21C)C1(C)CCC(O)(O)C(C)C1CC3)C(C)C
pkc0001445	Predicted	2	C10H11NO7	IIFZOHKVTBUPHP-UHFFFAOYSA-N	NC1C=CC(C(=O)O)=CC1OC(C(=O)O)=C(O)O
pkc0001446	Predicted	2	C68H66N8O8	IEEYCLPJGFSCGM-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(c(C)c3C=C)c(O)c3nc(cc4[nH]c(cc1n2)c(C)c4CCC(=O)O)C(CCC(=O)OC(=O)CCc1c(C)c2cc4nc(cc5[nH]c(cc6nc(cc1[nH]2)C(CCC(=O)O)=C6C)c(C)c5C=C)C(C)=C4C=C)=C3C
pkc0001447	Predicted	2	C17H16O9	WETSWURIOPNIRL-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)O)C=CC1OC1C=CC(C(=O)O)=CC1O)C(=O)O
pkc0001448	Predicted	2	C11H22O11P2	VGBWRMAHFGHDOK-YYSGRXHOSA-N	C=C(C)CCOP(=O)(O[C@H]1O[C@H](CO)C[C@H](O)[C@H]1O)OP(=O)(O)O
pkc0001449	Predicted	2	C29H42O27P2	XMEKWTNJHMZECE-PPGIUJKWSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OC3CC(C(=O)O)=CC(OP(=O)(O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3O)[C@H]2O)C1O)C(=O)O
pkc0001450	Predicted	2	C10H16O2	PETSPTBAMUSJKB-UHFFFAOYSA-N	C=CC(=CO)CC(O)C=C(C)C
pkc0001451	Predicted	2	C17H22O18P2	GRMPWLCVTLIQRW-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2(O)O)C1O)C(=O)O
pkc0001452	Predicted	2	C27H24O14	ZXSALSLOSJNTLZ-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)O)C=CC1O)C(=O)OC(=O)C1=CC(OC(=O)C(=C)OC2C=C(C(=O)O)C=CC2O)C(O)C=C1
pkc0001453	Predicted	2	C17H18N2O9	RCHOXYCCLGMKPZ-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)O)C(O)=CC1N)C(=O)OC1C=C(C(=O)O)C(O)=CC1N
pkc0001454	Predicted	2	C12H22O4	JJRNPVRMOSCWTQ-UHFFFAOYSA-N	C=C(C)C(=O)OCCC(C)OCCC(C)O
pkc0001455	Predicted	2	C34H56O5	IJOAGUFRTPGKRB-NLWOMTSGSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O[C@H]2O[C@H](CO)[C@@H](O)C[C@H]2O)CC1CC3)C(C)C
pkc0001456	Predicted	2	C68H66N8O8	XZOUYJCEPAOXAB-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC(=O)CCc1c(C)c2cc5nc(cc6[nH]c(cc7nc(cc1[nH]2)C(C(O)CC(=O)O)=C7C)c(C)c6C=C)C(C)=C5C=C)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0001457	Predicted	2	C34H36N4O5	UWRQPZQOYGLVFV-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(O)(O)O)=C4C)c(C)c3C=C
pkc0001458	Predicted	2	C10H18O4	MAUGIKWLGUGQOT-UHFFFAOYSA-N	C=CC(O)(CO)CCC(O)C(C)=CO
pkc0001459	Predicted	2	C68H66N8O8	RSSSNYPNAXGSDI-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)OC(=O)CCC1=C(C)c2cc5[nH]c(cc6nc(cc7[nH]c(cc1n2)c(CC(O)C(=O)O)c7C)C(C=C)=C6C)c(C=C)c5C)=C4C)c(C)c3C=C
pkc0001460	Predicted	2	C8H16O3	FWTJWEWUIIOCOR-UHFFFAOYSA-N	C=C(O)C(O)(O)CCCCC
pkc0001461	Predicted	2	C17H16O8	MJIBEVHKLODKNZ-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)O)C=CC1OC1C=C(C(=O)O)C=CC1)C(=O)O
pkc0001462	Predicted	2	C29H48O3	VRKLZUQQPWUNSI-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)C(O)CC(O)C(C)C1CC3O)C(C)C
pkc0001463	Predicted	2	C11H16O10	ISWFYLKMFPHRFT-PJGXCUNHSA-N	C=C(CC(=O)O)C(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)C1(O)O
pkc0001464	Predicted	2	C28H42O3	WDBDNUJACWMQRI-UHFFFAOYSA-N	C=C(C=CC(C)C1C(O)CC2C3=CC=C4CC(O)CCC4(CO)C3CCC21C)C(C)C
pkc0001465	Predicted	2	C37H44O35P4	NSYGQAOKROPJDS-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC(=O)C(=C)OC2CC(C(=O)O)=CC(OP(=O)(O)OC3CC(C(=O)OC(=O)C(=C)OC4CC(C(=O)O)=CC(OP(=O)(O)O)C4O)=CC(OP(=O)(O)O)C3O)C2O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0001466	Predicted	2	C32H38O21	ZPOYQGMSUWHYLE-LWDKXLSHSA-N	C=C(OC1C=C(C(=O)OC(=O)C2=CC(OC(=C)C(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(O)C=C2)C=CC1O)C(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0001467	Predicted	2	C10H18O4	DCJBUDBVGNRUHH-UHFFFAOYSA-N	C=CC(C)(O)CC(O)=CC(C)(O)CO
pkc0001468	Predicted	2	C10H18O4	DMAZCUISAWMNIF-UHFFFAOYSA-N	C=CC(O)(CC=CC(C)(C)O)C(O)O
pkc0001469	Predicted	2	C29H48O3	JIORKTKLGBNMTO-UHFFFAOYSA-N	C=C(CCC(CO)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(CO)C1CC3)C(C)C
pkc0001470	Predicted	2	C17H22O19P2	YDRJLEWUDRYQNI-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC2CC(C(=O)O)=CC(O)(OP(=O)(O)O)C2O)=CC(O)(OP(=O)(O)O)C1O)C(=O)O
pkc0001471	Predicted	2	C10H16O3	VLCCSBGZAOGIQH-UHFFFAOYSA-N	CC1(C=C=O)CCC(C(C)(C)O)O1
pkc0001472	Predicted	2	C22H31NO15	HLWQRYNVHJQAJU-DPKDUHMZSA-N	C=C(OC1C=C(C(=O)O)C=CC1N)C(=O)O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
pkc0001473	Predicted	2	C56H82O3	QGKNRRONKNHVJU-UHFFFAOYSA-N	C=C(C=CC(C)C1C(O)CC2C3=CC=C4CC(OC5CCC6(C)C(=CC=C7C6CCC6(C)C7CC(O)C6C(C)C=CC(=C)C(C)C)C5)CCC4(C)C3CCC21C)C(C)C
pkc0001474	Predicted	2	C23H32O22P2	SUYXSDKJEGPKRB-ADFPYQGBSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0001475	Predicted	2	C20H25O16P	ZSBSNNLDYCTIPJ-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC2C=C(C(O)O)CC(OC(=C)C(=O)O)C2O)C1O)C(=O)O
pkc0001476	Predicted	2	C32H54O13	GKXWIGRABQKPPU-KDDUUNHSSA-N	C=CC(C)(CC=CC(C)(C)O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@H](OC(C)(C=C)CC=CC(C)(C)O)[C@@H]2O)[C@H]1O
pkc0001477	Predicted	2	C17H26O14	SPENTSNXHJHCDS-NTXNRYAISA-N	C=C(CC(=O)O)C(=O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
pkc0001478	Predicted	2	C12H20O4	XWMDCKOKKVGFEU-UHFFFAOYSA-N	C=C(O)C(C)(CCC(O)=C(C)C)OC(C)=O
pkc0001479	Predicted	2	C28H42O3	YASYODKJIUYUQT-UHFFFAOYSA-N	C=C(C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(CO)CO
pkc0001480	Predicted	2	C34H54O7	FZYYAAMKPZTECQ-ZHVMWUDZSA-N	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)(C)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
pkc0001481	Predicted	2	C20H22O13	YEVIILOJUNAOGY-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(O)C1OC1C(O)C=C(C(=O)O)CC1OC(=C)C(=O)O)C(=O)O
pkc0001482	Predicted	2	C20H24O19P2	BQESVZBPERMIAP-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)OC(=C)C(=O)O)C1OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O
pkc0001483	Predicted	2	C28H44O3	WMRZOLOVRVYPLH-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3C(O)CC21CO)C(C)C
pkc0001484	Predicted	2	C28H46O3	XJAPGELODXXLMQ-UHFFFAOYSA-N	C=C(CC(O)C(C)C1CCC2C3=C(CCC21C)C1(C)CC(O)C(O)CC1CC3)C(C)C
pkc0001485	Predicted	2	C6H6O3	CRADSFZRIWHCJB-UHFFFAOYSA-N	OC#CCOCC#CO
pkc0001486	Predicted	2	C20H34O4	CANCIGUQJMTVMU-UHFFFAOYSA-N	C=CC(C)(O)CCC(O)(OC(C)(C=C)CCC(O)C(=C)C)C(=C)C
pkc0001487	Predicted	2	C34H34N4O6	KLZWPXONEFWULE-UHFFFAOYSA-N	C=CC1=C(C)C2=CC3=NC(=CC4(O)NC(=CC5=NC(=CC1=N2)C(C)=C5C=CO)C(C)=C4CCC(=O)O)C(CCC(=O)O)=C3C
pkc0001488	Predicted	2	C32H43O26P	CGAPLVUNPXWGBC-GOQXRYMLSA-N	C=C(OC1CC(C(=O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC(=O)C(=C)OC2CC(C(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(OP(=O)(O)O)C2O)C1O)C(=O)O
pkc0001489	Predicted	2	C13H13O12P	LVKDHSQHWHLXPD-UHFFFAOYSA-N	C=C(OC(=O)C(=C)OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1=O)C(=O)O
pkc0001490	Predicted	2	C34H52O5	RBHSUWUTOUAXBZ-VIIKQTNYSA-N	C=C(C=CC(C)C1CCC2C3=CC=C4CC(O[C@H]5O[C@H](C)[C@@H](O)[C@H](O)[C@H]5O)CCC4(C)C3CCC21C)C(C)C
pkc0001491	Predicted	2	C28H44O2	SAYUVRXGJMOHQW-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3C(=O)CC21C)C(C)C
pkc0001492	Predicted	2	C20H24O20P2	RTBHUOPRYSMOBL-UHFFFAOYSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1OC(=O)C1=CC(OP(=O)(O)O)C(O)C(O)(OC(=C)C(=O)O)C1)C(=O)O
pkc0001493	Predicted	2	C14H22O5	RWOCFZSFYJHONS-UHFFFAOYSA-N	C=CC(=O)OC(OC(OC(=O)C=C)C(C)C)C(C)C
pkc0001494	Predicted	2	C17H18N2O8	SHNNSSXAJXHANK-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)OC2C=C(C(=O)O)C=CC2N)C(O)=CC1N)C(=O)O
pkc0001495	Predicted	2	C20H30O2	IFSKFQLIXQSIHL-UHFFFAOYSA-N	C=CC(C)(CC=CC(=C)C)OC(C)(C=C)C(O)C=CC(=C)C
pkc0001496	Predicted	2	C17H24O17P2	JVSSTNLMFVOKSA-UHFFFAOYSA-N	C=C(OC1CC(C(=O)OC2CC(C(=O)O)=CC(OP(=O)(O)O)C2O)=CC(OP(=O)(O)O)C1O)C(O)O
pkc0001497	Predicted	2	C20H18O11	IEJCTGAORDWDAX-UHFFFAOYSA-N	C=C(OC(=O)C(=C)OC1C=C(C(=O)OC2C=C(C(=O)O)C=CC2O)C=CC1O)C(=O)O
pkc0001498	Predicted	2	C74H76N8O12	SCRHNJMPINOGQM-UHFFFAOYSA-N	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC(=O)CCc1c(C)c2cc5nc(cc6[nH]c(cc7nc(cc1[nH]2)C(CCC(=O)OC1OC(CO)C(O)C(O)C1O)=C7C)c(C)c6C=C)C(C)=C5C=C)C(CCC(=O)O)=C4C)c(C)c3C=C
pkc0001499	Predicted	2	C10H10O8	UUYNKHXJGSQSJD-UHFFFAOYSA-N	C=C(OC1C=C(C(=O)O)C(O)=CC1(O)O)C(=O)O
pkc0001500	Predicted	2	C29H48O3	ADIKUEHBNHRJCE-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)C(O)CC(O)C(CO)C1CC3)C(C)C
pkc0001501	Predicted	2	C28H46O3	OVNCXMGJVARWPK-UHFFFAOYSA-N	C=C(CC(O)C(C)C1CCC2(O)C3=C(CCC12C)C1(C)CCC(O)CC1CC3)C(C)C
pkc0001502	Predicted	2	C9H11O16P3	SMXMREBHRHHTRX-UHFFFAOYSA-N	C=C(OP(=O)(O)OC(=O)C(=C)OP(=O)(O)OC(=O)C(=C)OP(=O)(O)O)C(=O)O
pkc0001503	Predicted	2	C16H23O16P	FCZWDWQJKMTXHB-PBFGRZJSSA-N	C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O[C@H]2O[C@@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)C1O)C(=O)O
pkc0001504	Predicted	2	C28H46O3	PBIITRVCQFDFBE-UHFFFAOYSA-N	C=C(CCC(C)C1CCC2(O)C3=C(CCC12C)C1(C)CCC(O)CC1CC3)C(C)CO
