SMILES,max_similarity
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.25741890959282265
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.2514367816091954
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.2543675751222921
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,0.26495215311004783
NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.2576039726877716
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O,0.25987943737441394
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,0.25487465181058494
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.2920754716981132
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.2565084226646248
O=P(O)(O)OP(=O)(O)O,0.047619047619047616
O=C(O)CCC(=O)C(=O)O,0.8541666666666666
CC(C)=CCOP(=O)(O)OP(=O)(O)O,0.13218390804597702
CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,0.2639949109414758
O=C(O)O,0.16666666666666666
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,0.26461143224149003
O=C=O,0.125
Cl,0.0
N[C@@H](CCC(=O)O)C(=O)O,0.47058823529411764
O=O,0.012345679012345678
O=P(O)(O)O,0.020134228187919462
O=S(=O)(O)O,0.034482758620689655
N,0.0
OO,0.06666666666666667
C=C(C)C(=O)OCC,0.8105263157894737
C=C(C)CCOP(=O)(O)OP(=O)(O)O,0.14453125
C=C(C)C(=O)OCCCC,0.7142857142857143
C=C(CC(=O)O)C(=O)O,0.42142857142857143
C=CC(=C)CCC=C(C)C,0.4090909090909091
C=CC(=O)OCC(C)C,0.6853932584269663
C=CC(=O)CCCCC,0.5555555555555556
O,0.0
C=CC(C)(O)CC=CC(=C)C,0.3082191780821918
C=CC=CC(C)OCC,0.30851063829787234
C=CC(C)(O)CCC(O)C(=C)C,0.273224043715847
C=CC(C)(O)CCC=C(C)C,0.5825242718446602
C=CC(C)=CCCC(C)(C)O,0.6382978723404256
C=CC(O)CCCCC,0.5
C=CC(C)(O)CC=CC(C)(C)O,0.3333333333333333
C=CC=Cc1c(C)ccc(C)c1C,0.263681592039801
C=CCCCCCC(=O)OCC,0.6896551724137931
C=CC=O,0.5
C=CCCCCCCC(CC)C(=O)O,0.7948717948717948
C=CCCCCCCCC(=O)OCC,0.6779661016949152
C=CCc1ccc(O)c(OC)c1,0.5966101694915255
C=Cc1ccc(O)cc1,0.7009345794392523
CC(=O)C(=O)O,0.5294117647058824
CC(=O)C(C)=O,0.5
CC(=O)C(C)O,0.4878048780487805
CC(=O)C(O)COP(=O)(O)O,0.2358490566037736
CC(=O)C=O,0.5
CC(=O)CCC=C(C)C,0.449438202247191
CC(=O)NC(CO)C(=O)O,0.1878453038674033
CC(=O)CCC=C(C)CCC=C(C)C,0.36363636363636365
CC(=O)Cc1ccco1,0.27722772277227725
CC(=O)NC(C)C(=O)O,0.20437956204379562
C=O,0.14285714285714285
CC(=O)NC(CC(C)C)C(=O)O,0.22594142259414227
CC(=O)CC(C)(C)S,0.5
CC(=O)NC(CCC=O)C(=O)O,0.21890547263681592
CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.28604651162790695
CC(=O)NC(Cc1ccccc1)C(=O)O,0.2096317280453258
CC(=O)OC(C)c1ccccc1,0.5326633165829145
CC(=O)OCC(C)C,0.625
CC(=O)OCCC(C)C,0.8125
CC(=O)OCCC(C)CCC=C(C)C,0.45454545454545453
CC(=O)OCCc1ccccc1,0.46842105263157896
CC(=O)Oc1ccccc1,0.7375
CC(=O)c1ccc(C)cc1,0.6585365853658537
CC(=O)c1ccccc1,0.75
CC(C(=O)O)=C(CC(=O)O)C(=O)O,0.48188405797101447
CC(C(=O)O)C(=O)O,0.7777777777777778
CC(C)(CO)C(=O)C(=O)O,0.5977011494252874
CC(C(=O)O)C(O)(CC(=O)O)C(=O)O,0.6872852233676976
CC(C)(CO)C(O)C(=O)O,0.6392405063291139
CC(C)(CO)C(O)C(=O)NCCC(=O)O,0.2582781456953642
CC(C)(O)C(O)C(=O)O,0.6993865030674846
CC(C)=CCCC(C)=CC=O,0.4418604651162791
CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,0.20430107526881722
CC(C)C(=CC(=O)O)C(=O)O,0.5574468085106383
CC(C)=CCCC(C)CCO,0.4731182795698925
CC(C)C(=O)C(=O)O,0.5950413223140496
CC(C)C(=O)O,0.7142857142857143
CC(C)C(C(=O)O)C(=O)C(=O)O,0.6605504587155964
CC(C)C(C(=O)O)C(O)C(=O)O,0.8465116279069768
CC(C)C(C)O,0.7142857142857143
CC(C)C(O)(CC(=O)O)C(=O)O,0.6334661354581673
